  PYTHIA EVENT FILE 
 ============================================
I, ievent, genevent, subprocess, nucleon,                 targetparton, xtargparton, beamparton, xbeamparton,               thetabeamprtn, truey, trueQ2, truex, trueW2, trueNu, leptonphi,   s_hat, t_hat, u_hat, pt2_hat, Q2_hat, F2, F1, R, sigma_rad,       SigRadCor, EBrems, photonflux, t-diff, nrTracks
 ============================================
  I  K(I,1)  K(I,2)  K(I,3)  K(I,4)  K(I,5)            P(I,1)  P(I,2)  P(I,3)  P(I,4)  P(I,5)  V(I,1)  V(I,2)  V(I,3)
 ============================================
   0          1    1   99 2212         -4  0.012570           22     0.948683     0.000000      0.31094973662       31.26930419406        0.01256980281     2457.26367187500     1325.65930175781        3.08330475421     2211.53731874763       -1105.768659374       -1105.768659374           0.000000000          31.269304194           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.266402228       -1105.768659374             63
 ============================================
    10     21          2        9        0        0        1.355160       -3.631260       -1.522355        4.164141        0.000000        0.000000        0.000000        0.000000
    11      1         11        3        0        0       -1.354127        3.628492      -16.940414       17.377492        0.000510        0.000000        0.000000        0.000000
    12     12       2101        5       16       16       -0.572083        0.228735       96.069626       96.073348        0.579330        0.000000        0.000000        0.000000
    13     12         21       10       16       16       -0.140217        0.019464        0.531322        0.549858        0.000000        0.000000        0.000000        0.000000
    14     12         21       10       16       16       -0.396918        0.695354        0.049197        0.802173        0.000000        0.000000        0.000000        0.000000
    15     11          2       10       16       16        2.463345       -4.572045        0.290268        5.201531        0.000000        0.000000        0.000000        0.000000
    16     11         92       12       17       26        1.354127       -3.628492       96.940414      102.626909       33.463997        0.000000        0.000000        0.000000
    17      1       2112       16        0        0       -0.234282        0.488620       24.894365       24.917982        0.939570        0.000000        0.000000        0.000000
    18      1        211       16        0        0       -0.242701       -0.569336        8.302229        8.326436        0.139570        0.000000        0.000000        0.000000
    19     11        113       16       27       28       -0.032748        0.271081       45.569701       45.582573        1.048236        0.000000        0.000000        0.000000
    20     11       -323       16       29       30       -0.097615       -0.120533       12.962951       12.994085        0.885493        0.000000        0.000000        0.000000
    21     11        323       16       31       32       -0.473244        0.172897        3.805860        3.930056        0.840783        0.000000        0.000000        0.000000
    22      1       -211       16        0        0        0.126118       -0.383703       -0.142463        0.450454        0.139570        0.000000        0.000000        0.000000
    23      1        211       16        0        0        0.546635        0.141719        0.345083        0.676354        0.139570        0.000000        0.000000        0.000000
    24     11       -213       16       33       34        0.243725       -0.227245        0.676447        1.056513        0.739998        0.000000        0.000000        0.000000
    25     11       -311       16       35       35       -0.188509        0.171716       -0.141557        0.576833        0.497670        0.000000        0.000000        0.000000
    26     11        323       16       36       37        1.706751       -3.573708        0.667799        4.115623        0.898892        0.000000        0.000000        0.000000
    27      1       -211       19        0        0        0.255295        0.452249       13.421755       13.432524        0.139570        0.000000        0.000000        0.000000
    28      1        211       19        0        0       -0.288043       -0.181168       32.147946       32.150049        0.139570        0.000000        0.000000        0.000000
    29      1       -321       20        0        0       -0.260212       -0.013499       11.362306       11.376007        0.493600        0.000000        0.000000        0.000000
    30     11        111       20       38       39        0.162597       -0.107034        1.600645        1.618078        0.134980        0.000000        0.000000        0.000000
    31      1        321       21        0        0       -0.237921       -0.106758        1.726554        1.814561        0.493600        0.000000        0.000000        0.000000
    32     11        111       21       40       41       -0.235323        0.279654        2.079306        2.115494        0.134980        0.000000        0.000000        0.000000
    33      1       -211       24        0        0        0.357777        0.100657        0.180119        0.435958        0.139570        0.000000        0.000000        0.000000
    34     11        111       24       42       43       -0.114053       -0.327902        0.496328        0.620555        0.134980        0.000000        0.000000        0.000000
    35      1        130       25        0        0       -0.188509        0.171716       -0.141557        0.576833        0.497670        0.000000        0.000000        0.000000
    36     11        311       26       44       44        1.685194       -3.237549        0.700049        3.749580        0.497670        0.000000        0.000000        0.000000
    37      1        211       26        0        0        0.021557       -0.336159       -0.032250        0.366043        0.139570        0.000000        0.000000        0.000000
    38      1         22       30        0        0        0.038330        0.032041        0.300457        0.304582        0.000000        0.000071       -0.000047        0.000696
    39      1         22       30        0        0        0.124267       -0.139075        1.300188        1.313496        0.000000        0.000071       -0.000047        0.000696
    40      1         22       32        0        0       -0.034465       -0.003612        0.347045        0.348771        0.000000       -0.000153        0.000181        0.001349
    41      1         22       32        0        0       -0.200858        0.283266        1.732261        1.766723        0.000000       -0.000153        0.000181        0.001349
    42      1         22       34        0        0       -0.106835       -0.221358        0.242971        0.345612        0.000000       -0.000015       -0.000042        0.000064
    43      1         22       34        0        0       -0.007217       -0.106545        0.253357        0.274943        0.000000       -0.000015       -0.000042        0.000064
    44      1        130       36        0        0        1.685194       -3.237549        0.700049        3.749580        0.497670        0.000000        0.000000        0.000000
 =============== Event finished ===============
   0         17    1   99 2212         -2  0.034172           22     0.948683     0.000000      0.03949115069       10.79621591286        0.03417214379      306.02029418945      168.36100769043        4.73080386547      275.41826400547        -137.709132003        -137.709132003           0.000000000          10.796215913           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.339568089        -137.709132003             31
 ============================================
     1     21         11        0        3        4        0.000000        0.000000      -20.000000       20.000000        0.000510        0.000000        0.000000        0.000000
     2     21       2212        0        5        0       -0.000000        0.000000      100.000000      100.004402        0.938270        0.000000        0.000000        0.000000
     3     21         11        1        0        0       -0.059297       -3.219681      -19.075221       19.345127        0.000510        0.000000        0.000000        0.000000
     4     21         22        1        0        0        0.059297        3.219681       -0.924779        0.654873       -3.285760        0.000000        0.000000        0.000000
     5     21       2212        2        0        0        0.000000        0.000000      100.000000      100.004402        0.938270        0.000000        0.000000        0.000000
     6     21         22        4        0        0        0.059462        3.228650       -0.908343        0.675711       -3.285760        0.000000        0.000000        0.000000
     7     21         -2        5        0        0       -0.000006       -0.000306        3.407159        3.407159        0.000000        0.000000        0.000000        0.000000
     8     21         22        6        0        0        0.059462        3.228650       -0.908343        0.675711       -3.285760        0.000000        0.000000        0.000000
     9     21         -2        7        0        0       -0.000006       -0.000306        3.407159        3.407159        0.000000        0.000000        0.000000        0.000000
    10     21         -2        9        0        0        0.059456        3.228344        2.498816        4.082869        0.000000        0.000000        0.000000        0.000000
    11     11       2214        5       15       16       -0.539378        0.333337       59.159442       59.175197        1.209263        0.000000        0.000000        0.000000
    12      1         11        3        0        0       -0.059297       -3.219681      -19.075221       19.345127        0.000510        0.000000        0.000000        0.000000
    13     12         -2       10       17       17       -0.053820        3.106160        2.311950        3.872498        0.000000        0.000000        0.000000        0.000000
    14     11          2        5       17       17        0.652495       -0.219817       37.603829       37.611580        0.330000        0.000000        0.000000        0.000000
    15      1       2112       11        0        0       -0.296808        0.086952       41.038954       41.050873        0.939570        0.000000        0.000000        0.000000
    16      1        211       11        0        0       -0.242570        0.246385       18.120488       18.124324        0.139570        0.000000        0.000000        0.000000
    17     11         92       13       18       23        0.598675        2.886343       39.915779       41.484078       10.907332        0.000000        0.000000        0.000000
    18      1       -211       17        0        0       -0.167222        0.451086        0.494292        0.703738        0.139570        0.000000        0.000000        0.000000
    19     11        223       17       24       25        0.220060        1.346146        1.327553        2.056844        0.779537        0.000000        0.000000        0.000000
    20      1        211       17        0        0        0.278785        0.841987        1.185487        1.487119        0.139570        0.000000        0.000000        0.000000
    21      1      -2212       17        0        0       -0.276796        0.349319        3.182519        3.347748        0.938270        0.000000        0.000000        0.000000
    22      1       2112       17        0        0       -0.031691       -1.294085       15.223047       15.306849        0.939570        0.000000        0.000000        0.000000
    23     11        213       17       26       27        0.575539        1.191890       18.502880       18.581779        1.083562        0.000000        0.000000        0.000000
    24      1         22       19        0        0        0.133874        0.269255       -0.045933        0.304188        0.000000        0.000000        0.000000        0.000000
    25     11        111       19       28       29        0.086186        1.076890        1.373486        1.752656        0.134980        0.000000        0.000000        0.000000
    26      1        211       23        0        0        0.267476        0.003872        8.141915        8.147504        0.139570        0.000000        0.000000        0.000000
    27     11        111       23       30       31        0.308062        1.188018       10.360964       10.434275        0.134980        0.000000        0.000000        0.000000
    28      1         22       25        0        0        0.016211        0.127077        0.241043        0.272970        0.000000        0.000017        0.000218        0.000278
    29      1         22       25        0        0        0.069975        0.949814        1.132443        1.479686        0.000000        0.000017        0.000218        0.000278
    30      1         22       27        0        0        0.244975        1.025953        8.498357        8.563566        0.000000        0.000009        0.000035        0.000304
    31      1         22       27        0        0        0.063087        0.162065        1.862607        1.870709        0.000000        0.000009        0.000035        0.000304
 =============== Event finished ===============
   0         18    1   99 2212          2  0.007587           22     0.948683     0.000000      0.92869482299       56.36636230364        0.00758660445     7374.23632812500     3959.26684570312        6.24387442794     6636.81247668611       -3318.406238343       -3318.406238343           0.000000000          56.366362304           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.182474813       -3318.406238343             68
 ============================================
     1     21         11        0        3        4        0.000000        0.000000      -20.000000       20.000000        0.000510        0.000000        0.000000        0.000000
     2     21       2212        0        5        0       -0.000000        0.000000      100.000000      100.004402        0.938270        0.000000        0.000000        0.000000
     3     21         11        1        0        0       -2.003238       -0.078790       -0.721508        2.130668        0.000510        0.000000        0.000000        0.000000
     4     21         22        1        0        0        2.003238        0.078790      -19.278492       17.869332       -7.507753        0.000000        0.000000        0.000000
     5     21       2212        2        0        0       -0.000000       -0.000000      100.000000      100.004402        0.938270        0.000000        0.000000        0.000000
     6     21         22        4        0        0        2.003475        0.078799      -19.280596       17.871630       -7.507753        0.000000        0.000000        0.000000
     7     21          2        5        0        0       -0.000002       -0.000000        0.758587        0.758587        0.000000        0.000000        0.000000        0.000000
     8     21         22        6        0        0        2.003475        0.078799      -19.280596       17.871630       -7.507753        0.000000        0.000000        0.000000
     9     21          2        7        0        0       -0.000002       -0.000000        0.758587        0.758587        0.000000        0.000000        0.000000        0.000000
    10     21          2        9        0        0        2.003473        0.078799      -18.522010       18.630216        0.000000        0.000000        0.000000        0.000000
    11      1         11        3        0        0       -2.003238       -0.078790       -0.721508        2.130668        0.000510        0.000000        0.000000        0.000000
    12     12       2101        5       16       16        0.244912        0.146201       96.323782       96.325946        0.579330        0.000000        0.000000        0.000000
    13     12         21       10       16       16        1.869162        0.027655        2.399582        3.041797        0.000000        0.000000        0.000000        0.000000
    14     12         21       10       16       16        0.588414       -0.217029       -0.156328        0.646353        0.000000        0.000000        0.000000        0.000000
    15     11          2       10       16       16       -0.699251        0.121963      -17.845528       17.859638        0.000000        0.000000        0.000000        0.000000
    16     11         92       12       17       31        2.003238        0.078790       80.721508      117.873734       85.873372        0.000000        0.000000        0.000000
    17      1       2212       16        0        0       -0.212666       -0.664176       20.816223       20.849025        0.938270        0.000000        0.000000        0.000000
    18     11       -213       16       32       33        0.142676        0.348364       30.808317       30.822489        0.855413        0.000000        0.000000        0.000000
    19     11        213       16       34       35        0.834258        0.123411       17.158534       17.200641        0.857644        0.000000        0.000000        0.000000
    20      1       -321       16        0        0       -0.368869        0.019569        5.117503        5.154505        0.493600        0.000000        0.000000        0.000000
    21     11        313       16       36       37        0.272273        0.525702        9.061644        9.122291        0.867359        0.000000        0.000000        0.000000
    22     11        213       16       38       39        0.909123       -0.067162       10.506671       10.580022        0.846006        0.000000        0.000000        0.000000
    23     11       -323       16       40       41       -0.443570        0.195651        1.467839        1.791013        0.904512        0.000000        0.000000        0.000000
    24     11        323       16       42       43        0.271745       -0.298606        2.287836        2.485173        0.882543        0.000000        0.000000        0.000000
    25     11        113       16       44       45        0.239484        0.312392       -0.413642        1.210995        1.067927        0.000000        0.000000        0.000000
    26      1       -321       16        0        0        0.187556       -0.131675       -0.715475        0.898922        0.493600        0.000000        0.000000        0.000000
    27     11        313       16       46       47       -0.147195       -0.274556       -0.292738        0.991647        0.894775        0.000000        0.000000        0.000000
    28      1        211       16        0        0        0.755771       -0.219200        0.497043        0.941153        0.139570        0.000000        0.000000        0.000000
    29      1       -211       16        0        0        0.148740       -0.195547       -0.256387        0.381545        0.139570        0.000000        0.000000        0.000000
    30     11        223       16       48       50       -0.878458        0.373433      -13.348888       13.406098        0.787101        0.000000        0.000000        0.000000
    31     11        213       16       51       52        0.292371        0.031193       -1.972972        2.038213        0.418615        0.000000        0.000000        0.000000
    32      1       -211       18        0        0        0.060999       -0.233538        5.572351        5.579322        0.139570        0.000000        0.000000        0.000000
    33     11        111       18       53       54        0.081677        0.581902       25.235966       25.243167        0.134980        0.000000        0.000000        0.000000
    34      1        211       19        0        0       -0.129496        0.017365        1.607938        1.619264        0.139570        0.000000        0.000000        0.000000
    35     11        111       19       55       56        0.963754        0.106046       15.550596       15.581378        0.134980        0.000000        0.000000        0.000000
    36     11        311       21       57       57        0.109065        0.274353        7.693056        7.714788        0.497670        0.000000        0.000000        0.000000
    37     11        111       21       58       59        0.163209        0.251349        1.368588        1.407504        0.134980        0.000000        0.000000        0.000000
    38      1        211       22        0        0        0.721839        0.042287        9.816447        9.844032        0.139570        0.000000        0.000000        0.000000
    39     11        111       22       60       61        0.187283       -0.109450        0.690223        0.735991        0.134980        0.000000        0.000000        0.000000
    40      1       -321       23        0        0       -0.428099        0.353577        1.375147        1.562996        0.493600        0.000000        0.000000        0.000000
    41     11        111       23       62       63       -0.015471       -0.157927        0.092691        0.228017        0.134980        0.000000        0.000000        0.000000
    42     11        311       24       64       64        0.197616       -0.449680        1.328979        1.501708        0.497670        0.000000        0.000000        0.000000
    43      1        211       24        0        0        0.074129        0.151074        0.958857        0.983465        0.139570        0.000000        0.000000        0.000000
    44      1       -211       25        0        0        0.561889       -0.048711       -0.402969        0.707075        0.139570        0.000000        0.000000        0.000000
    45      1        211       25        0        0       -0.322406        0.361103       -0.010673        0.503919        0.139570        0.000000        0.000000        0.000000
    46      1        321       27        0        0       -0.041240       -0.396543       -0.006478        0.634531        0.493600        0.000000        0.000000        0.000000
    47      1       -211       27        0        0       -0.105955        0.121987       -0.286260        0.357116        0.139570        0.000000        0.000000        0.000000
    48      1        211       30        0        0       -0.067012        0.172617       -3.355953        3.363954        0.139570        0.000000        0.000000        0.000000
    49      1       -211       30        0        0       -0.509475       -0.104127       -5.922574        5.946997        0.139570        0.000000        0.000000        0.000000
    50     11        111       30       65       66       -0.301971        0.304943       -4.070361        4.095147        0.134980        0.000000        0.000000        0.000000
    51      1        211       31        0        0        0.150864        0.166935       -0.849949        0.890236        0.139570        0.000000        0.000000        0.000000
    52     11        111       31       67       68        0.141507       -0.135742       -1.123024        1.147977        0.134980        0.000000        0.000000        0.000000
    53      1         22       33        0        0       -0.017039        0.042674        1.073082        1.074065        0.000000        0.000031        0.000219        0.009478
    54      1         22       33        0        0        0.098716        0.539228       24.162884       24.169102        0.000000        0.000031        0.000219        0.009478
    55      1         22       35        0        0        0.238314        0.008569        4.774043        4.779995        0.000000        0.000141        0.000016        0.002273
    56      1         22       35        0        0        0.725440        0.097477       10.776553       10.801383        0.000000        0.000141        0.000016        0.002273
    57      1        130       36        0        0        0.109065        0.274353        7.693056        7.714788        0.497670        0.000000        0.000000        0.000000
    58      1         22       37        0        0        0.023070        0.159405        0.665270        0.684489        0.000000        0.000008        0.000012        0.000063
    59      1         22       37        0        0        0.140139        0.091945        0.703318        0.723014        0.000000        0.000008        0.000012        0.000063
    60      1         22       39        0        0        0.076639       -0.120466        0.427275        0.450499        0.000000        0.000029       -0.000017        0.000107
    61      1         22       39        0        0        0.110644        0.011016        0.262949        0.285492        0.000000        0.000029       -0.000017        0.000107
    62      1         22       41        0        0       -0.050035       -0.112147        0.004592        0.122889        0.000000       -0.000001       -0.000011        0.000006
    63      1         22       41        0        0        0.034564       -0.045779        0.088099        0.105128        0.000000       -0.000001       -0.000011        0.000006
    64      1        130       42        0        0        0.197616       -0.449680        1.328979        1.501708        0.497670        0.000000        0.000000        0.000000
    65      1         22       50        0        0       -0.108412        0.204475       -2.178228        2.190488        0.000000       -0.000061        0.000062       -0.000826
    66      1         22       50        0        0       -0.193559        0.100467       -1.892133        1.904659        0.000000       -0.000061        0.000062       -0.000826
    67      1         22       52        0        0        0.153412       -0.131439       -1.114628        1.132787        0.000000        0.000009       -0.000009       -0.000071
    68      1         22       52        0        0       -0.011905       -0.004303       -0.008396        0.015190        0.000000        0.000009       -0.000009       -0.000071
 =============== Event finished ===============
   0         19    1   99 2212          2  0.004274           22     0.948683     0.000000      0.46699422627       15.96836730341        0.00427414710     3720.94799804688     1990.91735839844        5.28953914014     3348.85321437023       -1674.426607185       -1674.426607185           0.000000000          15.968367303           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.233907446       -1674.426607185             57
 ============================================
     1     21         11        0        3        4        0.000000        0.000000      -20.000000       20.000000        0.000510        0.000000        0.000000        0.000000
     2     21       2212        0        5        0       -0.000000        0.000000      100.000000      100.004402        0.938270        0.000000        0.000000        0.000000
     3     21         11        1        0        0       -1.591845       -2.444843      -10.460506       10.859716        0.000510        0.000000        0.000000        0.000000
     4     21         22        1        0        0        1.591845        2.444843       -9.539494        9.140284       -3.996044        0.000000        0.000000        0.000000
     5     21       2212        2        0        0        0.000000        0.000000      100.000000      100.004402        0.938270        0.000000        0.000000        0.000000
     6     21         22        4        0        0        1.592220        2.445419       -9.541540        9.142640       -3.996044        0.000000        0.000000        0.000000
     7     21          2        5        0        0       -0.000002       -0.000002        0.427323        0.427323        0.000000        0.000000        0.000000        0.000000
     8     21         22        6        0        0        1.592220        2.445419       -9.541540        9.142640       -3.996044        0.000000        0.000000        0.000000
     9     21          2        7        0        0       -0.000002       -0.000002        0.427323        0.427323        0.000000        0.000000        0.000000        0.000000
    10     21          2        9        0        0        1.592218        2.445417       -9.114217        9.569962        0.000000        0.000000        0.000000        0.000000
    11      1         11        3        0        0       -1.591845       -2.444843      -10.460506       10.859716        0.000510        0.000000        0.000000        0.000000
    12     12          2       10       14       14        1.724536        2.884876       -9.038369        9.643062        0.000000        0.000000        0.000000        0.000000
    13     11       2101        5       14       14       -0.132692       -0.440033       99.498876       99.501624        0.579330        0.000000        0.000000        0.000000
    14     11         92       12       15       26        1.591845        2.444843       90.460506      109.144686       60.999574        0.000000        0.000000        0.000000
    15      1        321       14        0        0        0.245531        0.591072       -2.350417        2.485509        0.493600        0.000000        0.000000        0.000000
    16     11        333       14       27       28        0.523726        0.036156       -0.990992        1.517365        1.022124        0.000000        0.000000        0.000000
    17     11       -313       14       29       30        0.129535        1.290956       -1.524354        2.197920        0.907662        0.000000        0.000000        0.000000
    18     11        311       14       31       31        0.532797        0.139953       -0.625287        0.970628        0.497670        0.000000        0.000000        0.000000
    19     11       -323       14       32       33       -0.171835        0.159628       -1.003460        1.362021        0.890596        0.000000        0.000000        0.000000
    20     11        111       14       34       35        0.468280        0.169575        0.529505        0.739349        0.134980        0.000000        0.000000        0.000000
    21     11        111       14       36       37       -0.079834        0.077116       -0.825868        0.844155        0.134980        0.000000        0.000000        0.000000
    22      1        211       14        0        0        0.131290        0.480909        0.132333        0.534324        0.139570        0.000000        0.000000        0.000000
    23     11        223       14       38       40        0.042276        0.243668       -0.385439        0.900655        0.775535        0.000000        0.000000        0.000000
    24     11        223       14       41       42        0.202492       -0.345642        5.919649        5.983751        0.776249        0.000000        0.000000        0.000000
    25     11       -213       14       43       44       -0.358915       -0.037838       31.631975       31.647675        0.929096        0.000000        0.000000        0.000000
    26      1       2212       14        0        0       -0.073497       -0.360710       59.952862       59.961334        0.938270        0.000000        0.000000        0.000000
    27      1        321       16        0        0        0.381322        0.006217       -0.439365        0.762972        0.493600        0.000000        0.000000        0.000000
    28      1       -321       16        0        0        0.142405        0.029939       -0.551627        0.754393        0.493600        0.000000        0.000000        0.000000
    29      1       -321       17        0        0        0.148213        1.306569       -1.498626        2.053926        0.493600        0.000000        0.000000        0.000000
    30      1        211       17        0        0       -0.018678       -0.015613       -0.025728        0.143994        0.139570        0.000000        0.000000        0.000000
    31      1        130       18        0        0        0.532797        0.139953       -0.625287        0.970628        0.497670        0.000000        0.000000        0.000000
    32     11       -311       19       45       45       -0.099363       -0.183541       -0.528793        0.755551        0.497670        0.000000        0.000000        0.000000
    33      1       -211       19        0        0       -0.072472        0.343169       -0.474667        0.606470        0.139570        0.000000        0.000000        0.000000
    34      1         22       20        0        0        0.119994        0.025812        0.057905        0.135712        0.000000        0.000000        0.000000        0.000000
    35      1         22       20        0        0        0.348286        0.143763        0.471600        0.603637        0.000000        0.000000        0.000000        0.000000
    36      1         22       21        0        0       -0.015983       -0.039052       -0.198586        0.203019        0.000000       -0.000071        0.000068       -0.000733
    37      1         22       21        0        0       -0.063851        0.116169       -0.627283        0.641136        0.000000       -0.000071        0.000068       -0.000733
    38      1       -211       23        0        0       -0.024365        0.138889       -0.048089        0.204147        0.139570        0.000000        0.000000        0.000000
    39      1        211       23        0        0        0.264335       -0.076180       -0.153130        0.344391        0.139570        0.000000        0.000000        0.000000
    40     11        111       23       46       47       -0.197695        0.180960       -0.184220        0.352117        0.134980        0.000000        0.000000        0.000000
    41      1         22       24        0        0       -0.219146       -0.269366        1.424680        1.466389        0.000000        0.000000        0.000000        0.000000
    42     11        111       24       48       49        0.421638       -0.076276        4.494969        4.517362        0.134980        0.000000        0.000000        0.000000
    43      1       -211       25        0        0       -0.057238        0.258558        3.673807        3.685982        0.139570        0.000000        0.000000        0.000000
    44     11        111       25       50       51       -0.301677       -0.296396       27.958168       27.961692        0.134980        0.000000        0.000000        0.000000
    45     11        310       32       52       53       -0.099363       -0.183541       -0.528793        0.755551        0.497670        0.000000        0.000000        0.000000
    46      1         22       40        0        0       -0.020440        0.020051        0.022030        0.036126        0.000000       -0.000113        0.000103       -0.000105
    47      1         22       40        0        0       -0.177255        0.160909       -0.206249        0.315990        0.000000       -0.000113        0.000103       -0.000105
    48      1         22       42        0        0        0.254338       -0.097221        3.178234        3.189876        0.000000        0.000089       -0.000016        0.000946
    49      1         22       42        0        0        0.167300        0.020946        1.316735        1.327486        0.000000        0.000089       -0.000016        0.000946
    50      1         22       44        0        0       -0.009919       -0.076092        4.013150        4.013884        0.000000       -0.000138       -0.000135        0.012763
    51      1         22       44        0        0       -0.291758       -0.220304       23.945017       23.947808        0.000000       -0.000138       -0.000135        0.012763
    52     11        111       45       54       55        0.107872       -0.138089       -0.433450        0.486624        0.134980       -6.685640      -12.349616      -35.579993
    53     11        111       45       56       57       -0.207234       -0.045452       -0.095344        0.268927        0.134980       -6.685640      -12.349616      -35.579993
    54      1         22       52        0        0        0.065877       -0.113147       -0.413727        0.433949        0.000000       -6.685624      -12.349637      -35.580058
    55      1         22       52        0        0        0.041994       -0.024942       -0.019723        0.052675        0.000000       -6.685624      -12.349637      -35.580058
    56      1         22       53        0        0       -0.193823       -0.011297       -0.033506        0.197022        0.000000       -6.685761      -12.349643      -35.580049
    57      1         22       53        0        0       -0.013411       -0.034155       -0.061838        0.071905        0.000000       -6.685761      -12.349643      -35.580049
 =============== Event finished ===============
   0         20    1   99 2212          1  0.001809           22     0.948683     0.000000      0.82184102478       11.89374087743        0.00180896895     6563.85937500000     3503.72119140625        5.08828093567     5907.47355670247       -2953.736778351       -2953.736778351           0.000000000          11.893740877           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.000000000           0.188405058       -2953.736778351             55
 ============================================
     1     21         11        0        3        4        0.000000        0.000000      -20.000000       20.000000        0.000510        0.000000        0.000000        0.000000
     2     21       2212        0        5        0       -0.000000        0.000000      100.000000      100.004402        0.938270        0.000000        0.000000        0.000000
     3     21         11        1        0        0       -0.534380       -1.354036       -3.414504        3.711848        0.000510        0.000000        0.000000        0.000000
     4     21         22        1        0        0        0.534380        1.354036      -16.585496       16.288152       -3.448730        0.000000        0.000000        0.000000
     5     21       2212        2        0        0       -0.000000        0.000000      100.000000      100.004402        0.938270        0.000000        0.000000        0.000000
     6     21         22        4        0        0        0.534451        1.354217      -16.587668       16.290381       -3.448730        0.000000        0.000000        0.000000
     7     21          1        5        0        0       -0.000000       -0.000000        0.180877        0.180877        0.000000        0.000000        0.000000        0.000000
     8     21         22        6        0        0        0.534451        1.354217      -16.587668       16.290381       -3.448730        0.000000        0.000000        0.000000
     9     21          1        7        0        0       -0.000000       -0.000000        0.180877        0.180877        0.000000        0.000000        0.000000        0.000000
    10     21          1        9        0        0        0.534451        1.354217      -16.406791       16.471258        0.000000        0.000000        0.000000        0.000000
    11      1         11        3        0        0       -0.534380       -1.354036       -3.414504        3.711848        0.000510        0.000000        0.000000        0.000000
    12     12       2203        5       15       15       -0.032518       -0.023800       99.255421       99.258426        0.771330        0.000000        0.000000        0.000000
    13     12         21       10       15       15       -1.335379        1.803825       -1.851323        2.909368        0.000000        0.000000        0.000000        0.000000
    14     11          1       10       15       15        1.902277       -0.425989      -13.989593       14.124760        0.000000        0.000000        0.000000        0.000000
    15     11         92       12       16       24        0.534380        1.354036       83.414504      116.292554       81.017649        0.000000        0.000000        0.000000
    16     11       2224       15       25       26       -0.315516        0.007910       77.274724       77.284262        1.172428        0.000000        0.000000        0.000000
    17     11        223       15       27       29        0.077622       -0.379901       19.153377       19.173082        0.777732        0.000000        0.000000        0.000000
    18     11        113       15       30       31       -0.506499        0.853083        2.341559        2.601713        0.549289        0.000000        0.000000        0.000000
    19     11        221       15       32       34        0.334620        0.070285       -0.566109        0.858540        0.547450        0.000000        0.000000        0.000000
    20      1       -321       15        0        0       -0.382022        0.395357        0.210348        0.768203        0.493600        0.000000        0.000000        0.000000
    21     11        313       15       35       36       -0.143336        0.498339       -1.512156        1.823486        0.877268        0.000000        0.000000        0.000000
    22     11        113       15       37       38        0.665546       -0.318566       -5.060819        5.197610        0.926729        0.000000        0.000000        0.000000
    23     11        113       15       39       40        0.607107        0.273507       -5.376060        5.429926        0.372412        0.000000        0.000000        0.000000
    24     11        223       15       41       42        0.196858       -0.045978       -3.050359        3.155731        0.782995        0.000000        0.000000        0.000000
    25      1       2212       16        0        0       -0.117015       -0.048718       55.049264       55.057405        0.938270        0.000000        0.000000        0.000000
    26      1        211       16        0        0       -0.198501        0.056627       22.225460       22.226857        0.139570        0.000000        0.000000        0.000000
    27      1        211       17        0        0        0.114962       -0.046607        2.106612        2.114872        0.139570        0.000000        0.000000        0.000000
    28      1       -211       17        0        0        0.105628       -0.378375       10.309362       10.317788        0.139570        0.000000        0.000000        0.000000
    29     11        111       17       43       44       -0.142968        0.045081        6.737403        6.740422        0.134980        0.000000        0.000000        0.000000
    30      1        211       18        0        0       -0.526835        0.458142        1.386076        1.558247        0.139570        0.000000        0.000000        0.000000
    31      1       -211       18        0        0        0.020336        0.394941        0.955484        1.043466        0.139570        0.000000        0.000000        0.000000
    32     11        111       19       45       46        0.043728        0.141843       -0.156967        0.254735        0.134980        0.000000        0.000000        0.000000
    33     11        111       19       47       48        0.112497        0.039384       -0.098528        0.205266        0.134980        0.000000        0.000000        0.000000
    34     11        111       19       49       50        0.178395       -0.110942       -0.310615        0.398540        0.134980        0.000000        0.000000        0.000000
    35      1        321       21        0        0       -0.193148        0.357163       -0.560602        0.850169        0.493600        0.000000        0.000000        0.000000
    36      1       -211       21        0        0        0.049812        0.141176       -0.951554        0.973317        0.139570        0.000000        0.000000        0.000000
    37      1       -211       22        0        0        0.776064       -0.119995       -2.529179        2.651962        0.139570        0.000000        0.000000        0.000000
    38      1        211       22        0        0       -0.110518       -0.198571       -2.531640        2.545648        0.139570        0.000000        0.000000        0.000000
    39      1        211       23        0        0        0.454981        0.275616       -4.204178        4.239996        0.139570        0.000000        0.000000        0.000000
    40      1       -211       23        0        0        0.152125       -0.002110       -1.171882        1.189930        0.139570        0.000000        0.000000        0.000000
    41     11        221       24       51       53        0.171152        0.138429       -1.873064        1.963804        0.547450        0.000000        0.000000        0.000000
    42      1         22       24        0        0        0.025706       -0.184407       -1.177295        1.191928        0.000000        0.000000        0.000000        0.000000
